中	a
玛瑙	wmww
珠	wn
珠算	wnam
珠	wnbt
了如指掌	wnox
珠海	wnsf
珠江	wnsg
珠宝	wnxw
瑞	wo
璀	woat
珑	wogd
瑞	woha
瑞典	wokc
瑚	woku
发展中国家	wokx
瑞士	wooh
琚	wook
各尽所能	wops
理直气壮	woql
发扬光大	woxd
剂	wp
剂	wpad
齐	wpan
发送	wpbe
发财	wpbh
发白	wpbp
发芽	wpch
各行其事	wpch
发觉	wpdb
各自为政	wpdh
发达	wpdz
发亮	wpek
发动	wpes
发育	wpes
发生	wpft
发放	wpfw
珊	wpgh
发病	wpgl
发疯	wpgl
发火	wphd
发烧	wphh
发炎	wphh
攵	wphp
发表	wpht
发给	wpjr
发呆	wpkm
璁	wpkx
珧	wpld
发音	wplr
发怒	wpny
发射	wpoc
发展	wpoc
发抖	wpod
发报	wpoe
发扬	wpog
发声	wpoh
发布	wpoj
发誓	wpoj
发掘	wpoo
发热	wpop
贯彻执行	wpop
发挥	wpot
出版社	wpot
发愁	wppm
发行	wppr
发作	wprf
珩	wprg
发电	wprg
剂量	wprh
发货	wprq
发明	wpru
齐全	wprw
发泄	wpsc
发源	wpsv
出租汽车	wpsv
发霉	wpuf
发出	wpwa
发球	wpwh
发现	wpwk
各种各样	wpwm
夂	wpwn
珊瑚	wpwo
齐备	wpwt
发慌	wpxc
发光	wpxh
发情	wpxh
发怵	wpxm
发愤	wpxo
发票	wpxo
理所当然	wpxx
发	wpyd
发言	wpyd
发酵	wpyt
发起	wpzj
琨	wrbb
预付账款	wrbo
玲	wrdd
理解	wrdu
理智	wrfd
玳	wrhd
瑜	wrhd
理事	wrhk
珍贵	wrka
理由	wrko
理睬	wrma
发电机	wrmj
理想	wrmm
瑁	wrmt
文化娱乐	wrnp
条件反射	wrpo
珍	wrpp
理会	wrre
发明创造	wrrf
现代化	wrrq
理	wrtt
通信地址	wrtt
玲珑	wrwo
理发	wrwp
珍惜	wrxc
理性	wrxf
通俗读物	wryn
理论	wryr
幼	ws
逢	wsaz
幺	wsd
幻觉	wsdb
幼儿	wsep
幼年	wsfh
幻	wsg
丞	wsh
卺	wshg
幻灯	wshh
幼	wsl
幻想	wsmm
幼林	wsmm
丞相	wsmm
幼苗	wsoc
幼稚	wspm
幼体	wsrm
幼虫	wsva
畿	wswd
幼小	wsxg
备	wt
备战	wtah
琛	wtbm
备料	wtbm
丑态	wtdd
丑陋	wteh
环境卫生	wtgf
丑	wth
丑恶	wtha
丑闻	wtme
备	wtnh
丑剧	wtoo
备份	wtrb
备件	wtrn
丑化	wtrq
备耕	wtsa
备注	wtse
珐	wtst
备用	wtua
珲	wtvt
惫	wtxn
备案	wtxn
备课	wtyr
琏	wvzt
乡	ww
斑点	wwah
琵	wwbb
琶	wwbh
斑白	wwbp
巡警	wwcd
瑟	wwdd
珏	wwdt
丝毫	wwek
彝族	wwff
乡下	wwha
彘	wwhb
彝	wwhc
珉	wwhg
丝束	wwhk
彖	wwhn
蠡	wwhv
瑕	wwhy
丝线	wwje
乡镇	wwjo
丝绸	wwjp
贯串	wwkk
巡回	wwkk
珞	wwkt
丝状	wwla
乡亲	wwlh
乡村	wwmc
乡间	wwmr
巡查	wwmr
贯	wwob
巡抚	wwoe
巡视	wwok
乡	wwp
飨	wwpo
贯彻	wwpr
乡里	wwrt
琴	wwrw
贯注	wwse
巡逻	wwsx
玫	wwtn
玟	wwtn
乡长	wwvp
巛	www
邕	wwwb
玫瑰	wwwb
剿	wwwd
贯通	wwwd
丝	wwwh
瑙	wwwh
巢	wwwm
鸶	wwwn
斑	wwwt
甾	wwwt
巡	wwwz
邋	wwwz
贯穿	wwxh
丝光	wwxh
琐	wx
琐	wxbt
通情达理	wxdw
现实意义	wxld
琐碎	wxoe
齐心协力	wxol
琮	wxot
琬	wxxg
辽宁省	wxxp
出谋划策	wyga
通讯卫星	wygr
发言人	wyrp
书记处	wywa
这	wz
这些	wzab
这般	wzaj
这	wzdn
这儿	wzep
这样	wzmy
这种	wzpm
这么	wzps
这个	wzra
这是	wzrh
这里	wzrt
下	x
外	xa
悭	xaat
外	xadd
忄	xadd
外头	xadd
雀	xadh
惟	xadh
外套	xadh
外交	xaeb
外商	xaeb
外弦	xage
外来	xahb
憔	xahd
悼	xaho
外面	xahp
寂静	xaht
外表	xaht
寂	xahy
外衣	xaid
外销	xajx
外因	xakd
外号	xakh
外围	xakh
外形	xakp
外国	xakw
外力	xalg
外部	xalk
外加	xalk
外资	xalq
外边	xalz
外间	xamr
外存	xaoa
外在	xaoa
外壳	xaoh
外貌	xapd
外贸	xapg
外科	xapm
外行	xapr
悼念	xard
外电	xarg
外人	xarp
外流	xase
外婆	xasg
外汇	xash
悱	xass
外地	xatg
外界	xatr
外长	xavp
外出	xawa
外文	xawd
外务	xawl
寂寞	xaxc
憔悴	xaxe
外宾	xaxp
外省	xaxp
悼词	xayg
外语	xayh
外设	xayj
外观	xayk
它	xb
恻	xbdd
怕	xbdh
悦耳	xbeh
它	xbgg
惶恐	xbgj
悌	xbgp
慊	xbhb
贾	xbhd
惶惑	xbhk
邃	xbhz
悦	xbke
憎	xbkr
粟	xbmh
窭	xbmn
愧	xbps
它们	xbrm
惮	xbro
忪	xbsd
惶	xbwd
少数民族	xbwf
憎恨	xbxi
懂	xc
守旧	xcar
守则	xcbd
忖	xcdd
宽大	xcdh
慌	xceg
守卫	xcga
宽度	xcgc
守	xcgd
宽广	xcgd
慌张	xcgv
懂事	xchk
惜	xchr
宽	xckg
宽阔	xcms
宽恕	xcnk
守护	xcod
宽慰	xcoo
西藏自治区	xcph
慌乱	xcpo
懂得	xcpr
懂	xcpt
寞	xcrd
懵	xcsm
守法	xcst
宽厚	xcvr
慌忙	xcxe
宽窄	xcxf
宽敞	xcxk
心	xd
实业	xdaa
密集	xdam
心爱	xdat
然则	xdbd
实数	xdbm
寮	xdbx
实	xddd
心头	xddd
穴	xddg
宀	xddg
尖刀	xddg
心急	xddi
尖	xddn
心房	xddo
忉	xddp
实干	xdea
实际	xdeo
实施	xdff
寄生	xdft
小学生	xdft
密度	xdgc
心	xdgd
宓	xdgd
实习	xdgl
心疼	xdgl
密	xdgo
蜜	xdgv
炙	xdhd
寄	xdhg
心事	xdhk
然而	xdhp
实惠	xdhr
心灵	xdih
尖锐	xdjb
心绪	xdjt
实践	xdka
心中	xdka
怊	xdkd
实力	xdlg
尖端	xdlo
心意	xdlr
心目	xdma
密闭	xdmh
心机	xdmj
密植	xdmo
实验	xdmr
实物	xdnd
实在	xdoa
密布	xdoj
密码	xdom
寄托	xdop
心神	xdor
心血	xdpm
然后	xdpp
实质	xdpp
实行	xdpr
心得	xdpr
惚	xdpx
密切	xdqd
然	xdqh
恂	xdrd
实例	xdrh
穴位	xdrl
实体	xdrm
密件	xdrn
心里	xdrt
密信	xdry
实地	xdtg
心境	xdtl
心坎	xdtq
密封	xdtt
心思	xdtx
实用	xdua
心胸	xdud
心肠	xdug
心脏	xdug
心愿	xdvb
蜜蜂	xdvw
寄予	xdwd
实现	xdwk
祭	xdwo
心理	xdwr
尜	xdxd
心情	xdxh
心室	xdxh
心计	xdyo
实话	xdyp
完	xe
忭	xead
宇航	xeae
完毕	xebb
惊疑	xebf
完美	xebw
惊奇	xedh
完	xeeg
惊险	xeer
惊动	xees
惊天动地	xeet
寇	xeey
宇	xegg
完工	xegh
惊恐	xegj
恼火	xehd
完事	xehk
完整	xehk
恼	xeia
完结	xejo
懔	xeko
惊	xekx
惊叹	xeky
外交部	xelk
恼怒	xeny
完好	xenz
惊喜	xeod
忙碌	xeow
怃	xepg
忙乱	xepo
窥	xerg
悴	xero
惊人	xerp
完全	xerw
惊异	xesc
恸	xesl
完成	xevg
忙	xewd
窿	xewt
完备	xewt
惊慌	xexc
宇宙	xexk
实际情况	xexl
完善	xeyb
惊讶	xeyh
惊醒	xeyr
惊诧	xeyx
慑	xeyy
宪	xfae
窄	xfae
怍	xfae
窖	xfak
窑	xfda
性急	xfdi
少先队员	xfek
少年儿童	xfel
少先队	xfer
宪政	xfha
性别	xfkl
西方国家	xfkx
宪章	xflr
悔	xfmd
性格	xfmw
忤	xfod
宪兵	xfpa
性质	xfpp
性命	xfrh
愎	xfrw
窑洞	xfsk
宪法	xfst
性能	xfsu
性	xftd
性情	xfxh
悔恨	xfxi
性子	xfzw
小	xg
空虚	xgah
小船	xgaj
惦	xgak
小辈	xgas
小弟	xgbg
空前	xgbh
小米	xgbm
小数	xgbm
空白	xgbp
小鬼	xgbp
小节	xgcg
忆	xgd
小学	xgdb
空头	xgdd
穹	xgdg
空	xgdh
小于	xgeg
小队	xger
空运	xges
空隙	xgex
小工	xggh
眢	xggm
鸳	xggn
怨	xggx
窍	xghg
小麦	xght
慷	xgin
慵	xgio
小组	xgjk
小结	xgjo
空中	xgka
小型	xgkd
鸳鸯	xgkd
空闲	xgmm
空想	xgmm
空间	xgmr
空格	xgmw
小姐	xgnk
小姑	xgno
小鸟	xgnp
小指	xgob
空投	xgoj
怫	xgpa
小	xgpd
突飞猛进	xgqe
空气	xgqp
小气	xgqp
小时	xgrc
惦念	xgrd
空旷	xgrg
空位	xgrl
小人	xgrp
小偷	xgrr
小溪	xgsa
小河	xgsh
空洞	xgsk
空地	xgtg
小写	xgth
小农	xgti
空军	xgtv
小肠	xgug
小腿	xgui
小车	xgvh
家庭出身	xgwo
空心	xgxd
空穴	xgxd
小心	xgxd
小小	xgxg
慷慨	xgxi
怨恨	xgxi
小说	xgyb
怨言	xgyd
空谈	xgyh
惦记	xgyj
空调	xgyp
空话	xgyp
小孩	xgze
小子	xgzw
家	xh
光临	xhaa
怔	xhad
西北	xhae
定点	xhah
西餐	xhah
宣战	xhah
悟	xhak
光彩	xham
定	xhar
宁肯	xhau
宦	xhaw
西	xhaw
情分	xhbd
家眷	xhbe
怀疑	xhbf
怦	xhbo
赛	xhcb
寒	xhcd
光芒	xhce
灾荒	xhce
情节	xhcg
褰	xhci
骞	xhcm
搴	xhco
蹇	xhcr
定期	xhcs
塞	xhct
光荣	xhct
西藏	xhcv
寨	xhcx
名副其实	xhcx
謇	xhcy
光学	xhdb
定义	xhdi
家兔	xhdk
耀	xhea
完整无缺	xhef
富于	xheg
光亮	xhek
光	xhep
光阴	xheu
辉	xhev
宣告	xhfa
西方	xhfd
家族	xhff
光复	xhfr
定弦	xhge
宁	xhgg
富强	xhgk
灾	xhgn
怀孕	xhgp
家庭	xhgp
西皮	xhgp
西亚	xhha
辉煌	xhhb
西医	xhhf
西欧	xhhi
灾区	xhhi
宁可	xhhk
宁夏	xhhp
西面	xhhp
西夏	xhhp
实事求是	xhhr
宁静	xhht
惬	xhhw
富裕	xhib
怄	xhiw
光缆	xhja
光线	xhje
寒风	xhji
西风	xhji
光绪	xhjt
情绪	xhjt
富贵	xhka
赛跑	xhka
懒	xhkb
寅	xhkb
悚	xhkb
定员	xhkb
光圈	xhkb
定型	xhkd
家园	xhke
宁夏回族自治区	xhkh
定形	xhkp
情形	xhkp
室内	xhkr
家具	xhks
富	xhkt
寒喧	xhkx
西装	xhla
情况	xhlk
西部	xhlk
定产	xhlp
寒冷	xhlr
西边	xhlz
党政机关	xhmb
家门	xhmd
耀眼	xhmi
光标	xhmo
穿梭	xhms
寡妇	xhni
恰到好处	xhnw
怀抱	xhod
情报	xhoe
定局	xhog
宣扬	xhog
富饶	xhoh
宣布	xhoj
宣誓	xhoj
情操	xhok
西南	xhok
定居	xhoo
穿插	xhop
家属	xhop
情势	xhop
富有	xhou
寡	xhpd
西周	xhpg
定向	xhpk
定稿	xhpm
宣称	xhpm
窒息	xhpm
家	xhpn
西瓜	xhpp
穿行	xhpr
定律	xhpr
西德	xhpr
定时	xhrc
怀	xhrd
光照	xhrd
怀念	xhrd
定影	xhre
光景	xhre
家禽	xhre
情景	xhre
宣传	xhre
恒	xhrh
宣	xhrh
定量	xhrh
恒量	xhrh
家伙	xhrh
定位	xhrl
定做	xhro
家人	xhrp
情人	xhrp
定价	xhrr
光明	xhru
寒假	xhrw
定罪	xhsa
寒流	xhse
光波	xhsg
宁波	xhsg
光滑	xhsk
光洁	xhso
寒潮	xhso
恒温	xhsr
室	xhst
窒	xhst
光源	xhsv
光泽	xhsy
西洋	xhsy
愫	xhtj
情境	xhtl
穿戴	xhtt
情	xhtu
西服	xhue
宁愿	xhvb
情愿	xhvb
情感	xhvh
家长	xhvp
舛	xhwa
寒冬	xhwd
西文	xhwd
窀	xhwg
富民	xhwh
家务	xhwl
桀	xhwm
穿	xhwp
定理	xhwr
家乡	xhww
室外	xhxa
定性	xhxf
光辉	xhxh
恒定	xhxh
西宁	xhxh
灾情	xhxh
西安	xhxn
懒惰	xhxo
灾害	xhxs
定额	xhxw
宦官	xhxw
灾难	xhya
光谱	xhyb
宣言	xhyd
宣讲	xhye
穿着	xhym
宣读	xhyo
情调	xhyp
情谊	xhyx
情趣	xhze
穿孔	xhzg
穿越	xhzh
定子	xhzw
光子	xhzw
塞子	xhzw
寨子	xhzw
当	xi
当前	xibh
当天	xier
当选	xifa
当年	xifh
慨	xigg
恨	xign
当面	xihp
当初	xiid
当即	xiig
当中	xika
窘	xikd
当权	ximy
当局	xiog
当真	xiok
当兵	xipa
当	xiph
当日	xira
当时	xirc
当今	xird
当晚	xird
当作	xirf
当代	xirh
当做	xiro
当众	xirr
当场	xitg
当地	xitg
当月	xiup
当然	xixd
当心	xixd
当家	xixh
当差	xiyg
帘	xj
帘	xjda
忻	xjda
党纪国法	xjks
名	xk
愦	xkab
忡	xkad
弊	xkbc
悒	xkbd
瞥	xkbm
蹩	xkbr
名单	xkbr
鳖	xkbu
敝	xkbw
惘	xkbw
憋	xkbx
名学	xkdb
名誉	xkdb
怏	xkdd
窝头	xkdd
名	xkdh
名义	xkdi
家喻户晓	xkdr
尚未	xkea
心中无数	xkeb
弊病	xkgl
恫	xkhk
窜	xkka
敞口	xkka
名贵	xkka
党中央	xkkd
宫	xkkg
愕	xkkg
敞开	xkkh
氅	xkkm
尚	xkkp
瞥见	xkkp
窝	xkkr
敞	xkkw
弊端	xklo
名次	xklq
名目	xkma
悃	xkmh
憋闷	xkmx
心中有数	xkob
宫殿	xkoc
宙	xkoh
名声	xkoh
名士	xkoh
名册	xkpg
名称	xkpm
名利	xkpm
宫廷	xkpo
憋气	xkqp
名气	xkqp
宜昌	xkrr
惧	xksb
宜	xksg
名胜	xkuf
蹩脚	xkut
尚书	xkwg
惧怕	xkxb
名家	xkxh
名堂	xkxt
名额	xkxw
名字	xkxz
名言	xkyd
名词	xkyg
实践证明	xkyr
穷	xl
寝	xlay
穷苦	xlco
穷	xldp
穷困	xlkm
宰相	xlmm
宰	xlog
窨	xlrd
穷人	xlrp
憧	xlrt
憧憬	xlxr
外部设备	xlyw
怵	xmdd
宋	xmgn
栗	xmhn
当机立断	xmlb
憷	xmmr
悯	xmwd
栗子	xmzw
要	xn
要紧	xnaa
要点	xnah
案卷	xnbe
要道	xnbh
恰如其分	xncb
牢房	xndo
牢靠	xnfa
安放	xnfw
牢	xnga
安庆	xngd
安	xngh
要强	xngk
要求	xnhg
要	xnhh
要素	xnht
牢固	xnko
安装	xnla
案	xnmg
要好	xnnz
安排	xnoa
要挟	xnoh
安慰	xnoo
要饭	xnop
安徽	xnpr
要得	xnpr
要么	xnps
要领	xnrd
案例	xnrh
要命	xnrh
案件	xnrn
要件	xnrn
要人	xnrp
安全	xnrw
安置	xnso
要地	xntg
安培	xntl
要脸	xnur
安心	xnxd
安定	xnxh
安宁	xnxh
案情	xnxh
牢牢	xnxn
要害	xnxs
牢记	xnyj
案子	xnzw
宗	xo
忧虑	xoah
宠爱	xoat
怩	xobd
宗旨	xobr
愤	xocb
飘荡	xocs
飧	xodd
剽	xodh
宏大	xodh
票房	xodo
宠儿	xoep
飘动	xoes
恢复	xofr
宠	xogd
忧	xogd
宗	xogd
窦	xogd
宕	xogh
惰	xogu
恢	xohd
票	xohd
情有可原	xohv
怖	xojd
恺	xojd
飘	xoji
慎	xokb
怙	xokd
党支部	xolk
情报检索	xomo
愤怒	xony
飘扬	xoog
忧郁	xoou
慎重	xoph
忧愁	xopm
瓢	xopp
忧伤	xorf
宏伟	xorh
愤懑	xosc
飘流	xose
宏	xosg
飘渺	xosm
宗派	xosp
宗法	xost
宗教	xotp
悖	xotz
宥	xoug
窟	xowo
愤然	xoxd
窟窿	xoxe
惰性	xoxf
愤恨	xoxi
愤慨	xoxi
忮	xoyd
宏观	xoyk
少	xp
宾	xpab
少爷	xpbi
少数	xpbm
覆盖	xpbw
少	xpd
窆	xpdn
窗户	xpdo
夕阳	xper
宾主	xpet
少年	xpfh
究	xpgd
宄	xpgg
惆	xpgk
覆灭	xphh
省事	xphk
恬静	xpht
多种经营	xpjc
窗口	xpka
懊	xpkd
窗	xpkh
少见	xpkp
劣	xpld
窕	xpld
究竟	xplr
省	xpmd
恤	xpmd
愀	xpmh
湫	xpmh
悸	xpmz
少女	xpnw
懊丧	xpob
忏	xpod
恬	xpok
劣势	xpop
少有	xpou
宾馆	xpox
省委	xppm
窳	xppn
省得	xppr
宅	xpqg
省份	xprb
省会	xpre
常委会	xpre
党委会	xpre
少量	xprh
覆	xprw
覆没	xpsj
窗台	xpsk
省去	xpts
省城	xptv
省略	xptw
省长	xpvp
夕	xpwd
懊恼	xpxe
忏悔	xpxf
窗帘	xpxj
多种多样	xpxm
安徽省	xpxp
惆怅	xpxv
宾客	xpxw
少许	xpyf
窗子	xpzw
窃	xqdd
突	xqdd
忾	xqdg
突变	xqea
突击	xqeo
窃取	xqey
突围	xqkh
窃听	xqkj
突破	xqog
突出	xqwa
突然	xqxd
突起	xqzj
审	xrag
审判	xrbe
审美	xrbw
宿营	xrct
怜	xrdd
容忍	xrdd
惕	xrdp
悍	xrea
憬	xrex
安全生产	xrfl
惺	xrft
宴席	xrgc
怆	xrgg
恰巧	xrgh
宿	xrhb
愉	xrhd
怛	xrhd
窬	xrhd
恰	xrhk
容纳	xrjk
容	xrkd
寓	xrkd
容器	xrkk
宣传部	xrlk
寓意	xrlr
审阅	xrmb
愠	xrmd
窠	xrmd
审核	xrme
审问	xrmk
审查	xrmr
宴	xrng
恰好	xrnz
审批	xrob
光明磊落	xroc
覃	xroh
容貌	xrpd
容积	xrpm
寓所	xrpp
容易	xrrd
宿舍	xrre
宴会	xrre
容量	xrrh
光明日报	xrro
慢	xrsy
悝	xrtd
审理	xrwr
怜惜	xrxc
慢性	xrxf
审定	xrxh
恰当	xrxi
怜悯	xrxm
慢慢	xrxr
恰恰	xrxr
愉快	xrxw
审议	xryd
寓言	xryd
容许	xryf
审讯	xryg
宴请	xryh
害	xs
割	xsad
害	xsak
豁	xsak
割断	xsbm
惨白	xsbp
赏罚分明	xsbr
悛	xsbw
豁免	xsdk
惨	xsdp
愣	xsfd
惨痛	xsgl
寰	xshi
惨遭	xshk
割裂	xshx
割线	xsje
怡	xskd
惨叫	xskg
惨状	xsla
心满意足	xslk
惨祸	xsok
割据	xsoo
惨重	xsph
惨淡	xssh
害臊	xsuk
害虫	xsva
害处	xswa
害怕	xsxb
惨案	xsxn
割让	xsya
害羞	xsyw
党	xt
党龄	xtar
党籍	xtas
掌舵	xtax
掌管	xtax
常数	xtbm
悻	xtbo
恃	xtcd
常态	xtdd
尘	xtdh
鄄	xteh
常规	xter
尝	xtes
党旗	xtff
常年	xtfh
党羽	xtgl
党政	xtha
甄	xthd
常青	xtht
党风	xtji
党纪	xtjj
党纲	xtjk
党组	xtjk
赏	xtkb
党员	xtkb
党	xtke
裳	xtki
常	xtkj
棠	xtkm
掌	xtko
常见	xtkp
党内	xtkr
堂	xtkt
党章	xtlr
党校	xtme
掌柜	xtmh
掌声	xtoh
掌握	xtoo
忱	xtpg
常委	xtpm
党委	xtpm
常量	xtrh
常人	xtrp
怯	xtsd
党派	xtsp
常温	xtsr
尘土	xtth
尘埃	xtts
常用	xtua
恽	xtvd
常务	xtwl
常备	xtwt
党外	xtxa
党性	xtxf
常常	xtxt
尝试	xtyh
常识	xtyk
赏识	xtyk
削	xu
逍遥	xuaf
懈	xudn
削	xudp
懦夫	xuer
懦弱	xugl
削弱	xugl
懦	xuha
名胜古迹	xuoe
小朋友	xuoy
肖	xuph
肖像	xurd
家用电器	xurk
实用性	xuxf
逍	xuzp
憾	xv
怅	xvdn
宸	xven
憾事	xvhk
憾	xvhx
惭	xvjd
恹	xvqd
惭愧	xvxb
怅惘	xvxk
快	xw
寤	xwak
寐	xwam
宝贝	xwba
宝藏	xwcv
快	xwdd
额头	xwdd
当务之急	xwdd
宝	xwdg
客户	xwdo
额角	xwdu
官职	xwek
客运	xwes
官方	xwfd
额度	xwgc
官司	xwgh
宝座	xwgr
官府	xwgr
宝库	xwgv
快攻	xwgw
惴	xwha
官	xwhh
快速	xwhk
逭	xwhz
宝贵	xwka
额	xwkb
官员	xwkb
恪	xwkd
客	xwkg
寥	xwlp
快门	xwmd
宝山	xwoa
宝石	xwoh
官兵	xwpa
常务委员会	xwpr
快乐	xwpw
客气	xwqp
官僚	xwrd
宝剑	xwrh
惯例	xwrh
客体	xwrm
客人	xwrp
窈	xwsl
快活	xwsp
宝塔	xwtc
忸	xwtd
官场	xwtg
惯用	xwua
客车	xwvh
客厅	xwvh
快车	xwvh
惯	xwwb
额外	xwxa
惯性	xwxf
额定	xwxh
快要	xwxn
快慢	xwxr
客观	xwyk
多分	xxbd
多半	xxbe
多数	xxbm
察觉	xxdb
多	xxdd
穸	xxdd
察	xxdo
额外负担	xxdo
多变	xxea
惊心动魄	xxeb
多亏	xxeg
多于	xxeg
西安市	xxej
西宁市	xxej
多方	xxfd
多年	xxfh
剜	xxgd
宛	xxgg
夤	xxhb
恍	xxhe
多事	xxhk
多嘴	xxka
惝	xxkk
多次	xxlq
多边	xxlz
恰恰相反	xxmp
多样	xxmy
宛如	xxnk
突然袭击	xxoe
察看	xxpe
多种	xxpm
多么	xxps
多余	xxre
甯	xxua
悄	xxud
心安理得	xxwp
小心翼翼	xxww
惋惜	xxxc
多心	xxxd
恍然	xxxd
恍惚	xxxd
惋	xxxg
多情	xxxh
多少	xxxp
多多	xxxx
悄悄	xxxx
宵	xxyg
多孔	xxzg
怪	xy
宏观世界	xyct
怿	xyea
詈	xyhh
怪事	xyhk
怪物	xynd
怪罪	xysa
审计署	xyst
怪	xytd
字符	xzar
字幕	xzcr
字句	xzdk
字迹	xzep
字	xzgh
字库	xzgv
字面	xzhp
字画	xzht
字典	xzkc
字型	xzkd
字号	xzkh
字形	xzkp
字眼	xzmi
字母	xzmw
字样	xzmy
字据	xzoo
字体	xzrm
也	y
让	ya
让步	yaaa
醭	yaad
难点	yaah
难受	yaat
难关	yabe
难道	yabh
酹	yach
难过	yacz
讣	yadg
难	yadh
难免	yadk
难为	yadl
难于	yaeg
难忘	yaew
谖	yaey
谣	yafg
难度	yagc
难以	yagd
谁	yagh
谯	yahg
让	yahh
醮	yahh
醵	yahn
谑	yahw
让给	yajr
难听	yakj
计算机	yamj
难看	yape
难得	yapr
谣传	yare
难题	yarh
难保	yark
诽	yass
难堪	yatc
难处	yawa
难民	yawh
难怪	yaxy
谣言	yayd
诽谤	yaye
说	yb
谦虚	ybah
说笑	ybap
谐	ybbb
说道	ybbh
酚	ybdh
善良	ybdi
善于	ybeg
谦	ybhb
谫	ybhd
鄯	ybhe
善	ybhk
谥	ybhm
谱	ybhr
谱表	ybht
说	ybke
善意	yblr
眯	ybmz
醚	ybmz
谜	ybmz
说好	ybnz
谐振	ybov
诣	ybrg
酯	ybrh
说明	ybru
讼	ybsg
说法	ybst
谱写	ybth
说教	ybtp
说服	ybue
说理	ybwr
谦让	ybya
难道说	ybyb
说谎	ybyc
谜语	ybyh
说话	ybyp
谦逊	ybzx
对	yc
对策	ycah
对等	ycat
对比	ycbb
对数	ycbm
对	ycdd
艰苦奋斗	ycdd
对象	ycdk
对角	ycdu
对联	yceb
谎	yceg
对于	yceg
酣	yceh
谋	ycem
谋取	ycey
对方	ycfd
谋生	ycft
讨	ycgd
对应	ycgd
谋划	ycgd
酎	ychd
谋求	ychg
谍	ychm
对面	ychp
醋	ychr
谨	ycht
谋杀	ycih
对内	yckr
对准	ycla
对立	ycld
对本	ycmh
讨好	ycnz
对抗	ycoe
对局	ycog
诺	ycok
对手	ycop
对峙	ycot
对称	ycpm
对质	ycpp
对待	ycpr
对付	ycrc
谟	ycrd
对照	ycrd
醛	ycrw
对流	ycse
谌	ycsw
谋略	yctw
对虾	ycva
讨厌	ycvq
对外	ycxa
怼	ycxd
对光	ycxh
谨慎	ycxo
谎言	ycyd
诺言	ycyd
对话	ycyp
谎话	ycyp
讨论	ycyr
醋酸	ycys
议	yd
羊羔	ydbw
酬劳	ydct
酞	yddh
酌	yddh
议院	ydex
酿造	ydfa
讠	ydg
谧	ydgm
言	ydhh
议事	ydhk
议	ydig
诌	ydig
诤	ydig
羊群	ydik
酿	ydin
谄	ydjg
酬金	ydjp
议员	ydkb
谗	ydkd
诏	ydkg
议决	ydlw
询问	ydmk
羊毛	ydmp
叉	ydn
庐山	ydoa
谝	ydoc
庐	ydop
言之有理	ydow
酬	ydpa
羊	ydph
议程	ydpm
议和	ydpm
言行	ydpr
议会	ydre
询	ydrg
议题	ydrh
议价	ydrr
酿酒	ydsy
诡	ydvg
蚤	ydvn
议长	ydvp
谵	ydvy
议案	ydxn
难解难分	ydyb
言词	ydyg
言语	ydyh
酬谢	ydyo
诡计	ydyo
言论	ydyr
议论	ydyr
讲	ye
讦	yeag
酐	yeah
讲师	yeap
谤	yebf
谛	yebj
谪	yebk
邓	yeda
讲学	yedb
讲义	yedi
讲解	yedu
谅解	yedu
讲习	yegl
讲座	yegr
讲求	yehg
该死	yehx
谅	yekx
醇	yekz
谆	yekz
讲述	yemd
讲授	yeoa
欢天喜地	yeot
讲	yepa
讲稿	yepm
醉	yero
谇	yero
酝	yesh
讲台	yesk
醯	yesm
讲演	yesx
该	yewr
讲理	yewr
讲究	yexp
讲堂	yext
酝酿	yeyd
诹	yeyg
讲话	yeyp
讲课	yeyr
许	yf
诈	yfae
诜	yfae
酢	yfae
酰	yfae
酷	yfak
诰	yfak
酷爱	yfat
访	yfgg
讫	yfgg
许可	yfhk
酷刑	yfkd
诈骗	yfmd
诲	yfmg
酶	yfmh
访问	yfmk
许	yfog
许多	yfxx
许诺	yfyc
差	yg
酏	ygag
醑	ygau
戏	ygdd
词句	ygdk
讧	yggh
词库	yggv
词	yghk
醣	ygik
差错	ygjc
词组	ygjk
差距	ygka
词典	ygkc
戏曲	ygkc
差别	ygkl
翔	ygll
诩	ygll
讯问	ygmk
讯	ygog
戏剧	ygoo
差	ygph
差异	ygsc
词汇	ygsh
戏法	ygst
戏弄	ygwc
差劲	ygwd
差额	ygxw
词语	ygyh
请	yh
证	yhag
诬	yhah
试点	yhah
语	yhak
酽	yhav
酉	yhaw
试管	yhax
评比	yhbb
订购	yhbd
评判	yhbe
谈判	yhbe
证券	yhbe
评	yhbo
诫	yhcd
诬蔑	yhcs
语句	yhdk
诬陷	yhed
评选	yhfa
诬告	yhfa
试制	yhfh
试	yhgd
订	yhgg
酊	yhgh
试飞	yhgp
讳	yhha
谈	yhhg
请求	yhhg
谈到	yhhs
讴	yhiw
评级	yhjp
试销	yhjx
谏	yhkb
酾	yhkd
诃	yhkg
试图	yhkw
订立	yhld
语音	yhlr
证章	yhlr
订阅	yhmb
请问	yhmk
试问	yhmk
试想	yhmm
试验	yhmr
试样	yhmy
订婚	yhnp
请示	yhoh
评剧	yhoo
证据	yhoo
试探	yhot
试种	yhpm
诼	yhpn
试行	yhpr
语气	yhqp
试题	yhrh
试件	yhrn
证件	yhrn
评估	yhro
证人	yhrp
订货	yhrq
评价	yhrr
